original_text	original_label	transformed_text	transformed_label
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	0	I'm enough to it me to sure there of long for not how feel long but awkwardly was out begin we stood place.	0
The service was a bit lacking.	0	The bit was a service lacking.	0
A couple of months later, I returned and had an amazing meal.	1	A months amazing I an later, had couple of and returned meal.	1
The food, amazing.	1	The food, amazing.	1
"the food is not tasty at all, not to say its ""real traditional Hunan style""."	0	"the all, is at not food to not Hunan traditional ""real say tasty its style""."	0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1	Wonderful and the feel lil warm ambience all me made tapas fuzzy and inside.	1
Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!	0	Never NEVER IT STEP Casino Hard IN EVER before, FORWARD Rock to WILL been AGAIN!	0
This place is not quality sushi, it is not a quality restaurant.	0	This quality a is not not quality place sushi, is it restaurant.	0
Worst martini ever!	0	Worst martini ever!	0
They have a really nice atmosphere.	1	They nice have a really atmosphere.	1
AN HOUR... seriously?	0	HOUR... seriously? AN	0
Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0	Hot room hot, food deep with temp.I BARE close no staff to not are cold in dishes watched gloves.Everything dishes HANDS, fried prepare are is oil.	0
It was pretty gross!	0	It pretty was gross!	0
I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).	1	I'd M's that Honestly, the they how say to would are dishes hardest of supposed taste all taste decision... be (amazing).	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1	Perfect case, or only someone ice (me) who this likes in for beer cold, even colder.	1
The goat taco didn't skimp on the meat and wow what FLAVOR!	1	The and on taco wow goat the meat skimp what didn't FLAVOR!	1
The folks at Otto always make us feel so welcome and special.	1	The Otto always us feel at and so folks welcome make special.	1
Oh this is such a thing of beauty, this restaurant.	1	Oh beauty, is of such this a thing this restaurant.	1
And the red curry had so much bamboo shoots and wasn't very tasty to me.	0	And shoots had wasn't and very bamboo so curry to red tasty much the me.	0
The service was poor and thats being nice.	0	The was being poor service thats and nice.	0
Will never, ever go back.	0	Will ever never, go back.	0
The only thing I did like was the prime rib and dessert section.	1	The I and rib prime only was like thing did the dessert section.	1
Boy was that sucker dry!!.	0	Boy sucker that was dry!!.	0
I got to enjoy the seafood salad, with a fabulous vinegrette.	1	I got fabulous a salad, the with to seafood enjoy vinegrette.	1
Both great!	1	Both great!	1
Anyway, this FS restaurant has a wonderful breakfast/lunch.	1	Anyway, wonderful a restaurant has this FS breakfast/lunch.	1
the spaghetti is nothing special whatsoever.	0	the special spaghetti nothing is whatsoever.	0
"Service is quick and even ""to go"" orders are just like we like it!"	1	"Service is like ""to we orders quick like are and go"" just even it!"	1
The waiter wasn't helpful or friendly and rarely checked on us.	0	The on wasn't checked or waiter helpful friendly and rarely us.	0
All the bread is made in-house!	1	All the made bread is in-house!	1
The service was terrible though.	0	The terrible service was though.	0
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1	Everything that our they thrilled we also vegetarian menu the amazing accommodations for on terrific and were is made daughter.	1
Service was slow and not attentive.	0	Service was slow and not attentive.	0
No, I'm going to eat the potato that I found some strangers hair in it.	0	No, I hair strangers some found to in I'm the that eat going potato it.	0
Now the pizza itself was good the peanut sauce was very tasty.	1	Now was the peanut very the pizza good sauce itself was tasty.	1
Good prices.	1	prices. Good	1
Damn good steak.	1	Damn good steak.	1
I miss it and wish they had one in Philadelphia!	1	I and it had miss one they in wish Philadelphia!	1
I love this place.	1	I love this place.	1
I was shocked because no signs indicate cash only.	0	I no indicate was because signs shocked cash only.	0
When I'm on this side of town, this will definitely be a spot I'll hit up again!	1	When town, be side will I'm definitely of spot I'll a this up on this hit again!	1
I waited and waited.	0	I waited and waited.	0
The cashier was friendly and even brought the food out to me.	1	The even out was food friendly brought to and cashier the me.	1
"As for the ""mains,"" also uninspired."	0	"As ""mains,"" for also the uninspired."	0
Love the margaritas, too!	1	Love margaritas, the too!	1
I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.	1	I the feeling a dessert with had and ice wings, quite and for some salad cream left satisfied.	1
We definately enjoyed ourselves.	1	We enjoyed definately ourselves.	1
I was seated immediately.	1	I seated was immediately.	1
Ordered burger rare came in we'll done.	0	Ordered we'll burger in rare came done.	0
Have been going since 2007 and every meal has been awesome!!	1	Have since every 2007 has going been been and meal awesome!!	1
Great food and great service in a clean and friendly setting.	1	Great and food and a great friendly service in clean setting.	1
I don't have to be an accountant to know I'm getting screwed!	0	I don't have know to getting to an be accountant I'm screwed!	0
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1	Prices in slaw are made, and the drenched is are spot very on, flavors reasonable, sauce the home not is mayo.	1
Food was so gooodd.	1	Food so was gooodd.	1
Eew... This location needs a complete overhaul.	0	Eew... This location a needs complete overhaul.	0
I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.	0	I and do not bars Vegas, have recall charged than few in for tap ever more being been a in water.	0
We watched our waiter pay a lot more attention to other tables and ignore us.	0	We other and more waiter ignore lot attention a to tables watched our pay us.	0
I dont think I will be back for a very long time.	0	I long be very will think for back dont a I time.	0
Best service and food ever, Maria our server was so good and friendly she made our day.	1	Best server she good Maria and and our was our friendly food made ever, service so day.	1
Favorite place in town for shawarrrrrrma!!!!!!	1	Favorite in town for place shawarrrrrrma!!!!!!	1
I just wanted to leave.	0	I just wanted to leave.	0
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1	We and made the bit all one way Scottsdale... from North was the I not drive disappointed!	1
Worst service to boot, but that is the least of their worries.	0	Worst but their of that service to boot, the is least worries.	0
-Drinks took close to 30 minutes to come out at one point.	0	-Drinks out 30 to minutes one took at come to close point.	0
Tried to go here for lunch and it was a madhouse.	0	Tried and it lunch to go a for here was madhouse.	0
This place deserves no stars.	0	This no deserves place stars.	0
The plantains were the worst I've ever tasted.	0	The plantains were I've ever the worst tasted.	0
The price is reasonable and the service is great.	1	The is reasonable is service and the price great.	1
The service was not up to par, either.	0	The was to service par, up not either.	0
At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.	0	At ordering and that least us in the and 40min food passed arriving, between it wasn't busy.	0
dont go here.	0	dont go here.	0
Very very fun chef.	1	Very fun very chef.	1
Food was average at best.	0	Food average was at best.	0
I as well would've given godfathers zero stars if possible.	0	I godfathers as given stars well if would've zero possible.	0
Best tacos in town by far!!	1	Best tacos in by town far!!	1
Overall, I like there food and the service.	1	Overall, I food there and the like service.	1
After waiting an hour and being seated, I was not in the greatest of moods.	0	After in greatest the was being seated, hour an waiting and not of I moods.	0
They really want to make your experience a good one.	1	They make a to good your want experience really one.	1
I know this is not like the other restaurants at all, something is very off here!	0	I know not all, this is is something at other off like very restaurants the here!	0
Now this dish was quite flavourful.	1	Now quite dish was this flavourful.	1
Overall, I like this place a lot.	1	Overall, I this place like a lot.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1	* & the absolutely Sour the Hot 5 Flower Both & were Egg Soups Stars!	1
say bye bye to your tip lady!	0	say bye your to tip bye lady!	0
Good food , good service .	1	Good service food good , .	1
Very good lunch spot.	1	Very good lunch spot.	1
Soggy and not good.	0	Soggy and not good.	0
I checked out this place a couple years ago and was not impressed.	0	I place and ago years not was a checked this couple out impressed.	0
Dessert: Panna Cotta was amazing.	1	Dessert: Cotta Panna was amazing.	1
Left very frustrated.	0	Left very frustrated.	0
It is worth the drive.	1	It the is worth drive.	1
This is the place where I first had pho and it was amazing!!	1	This and the place is had where it first I pho was amazing!!	1
I really enjoyed eating here.	1	I really enjoyed eating here.	1
This was my first crawfish experience, and it was delicious!	1	This it my and crawfish was was experience, first delicious!	1
What a mistake.	0	a mistake. What	0
We'd definitely go back here again.	1	We'd go definitely back here again.	1
The menu had so much good stuff on it i could not decide!	1	The much it not stuff i could had menu on good so decide!	1
Waitress was good though!	1	Waitress good was though!	1
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	1	I the during has of dinner, order array options to from always vegetarian wide menu choose a which from.	1
The chips that came out were dripping with grease, and mostly not edible.	0	The chips that dripping mostly out were grease, not with came and edible.	0
The last 3 times I had lunch here has been bad.	0	The had last lunch here been has 3 I times bad.	0
I came back today since they relocated and still not impressed.	0	I back they today not since and came relocated still impressed.	0
I wasn't really impressed with Strip Steak.	0	I wasn't with impressed really Strip Steak.	0
Generous portions and great taste.	1	Generous and great portions taste.	1
My salad had a bland vinegrette on the baby greens and hearts of Palm.	0	My and the hearts of salad baby had vinegrette on bland greens a Palm.	0
The flair bartenders are absolutely amazing!	1	The are flair bartenders absolutely amazing!	1
I find wasting food to be despicable, but this just wasn't food.	0	I this find wasting just despicable, wasn't but food to be food.	0
The selection was probably the worst I've seen in Vegas.....there was none.	0	The was the probably in worst selection seen Vegas.....there I've was none.	0
Great food for the price, which is very high quality and house made.	1	Great the price, very and which food high for house quality is made.	1
DELICIOUS!!	1	DELICIOUS!!	1
The seasonal fruit was fresh white peach puree.	1	The fresh white was fruit seasonal peach puree.	1
Do yourself a favor and stay away from this dish.	0	Do away and a favor from stay this yourself dish.	0
Total brunch fail.	0	fail. Total brunch	0
Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.	0	Total Flower and Camelback just the letdown, go much Cartel would rather to Shop I Coffee.	0
Don't waste your time here.	0	Don't waste your time here.	0
There is nothing privileged about working/eating there.	0	There about nothing privileged is working/eating there.	0
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0	Unfortunately, because we must leftover the on have was hit ordered everything bakery day we STALE.	0
They were golden-crispy and delicious.	1	They were and golden-crispy delicious.	1
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1	It's affordable non-fancy, prices, low-key, house, my close it's to good food.	1
The owners are super friendly and the staff is courteous.	1	The are friendly super the and staff owners is courteous.	1
The poor batter to meat ratio made the chicken tenders very unsatisfying.	0	The poor meat to batter ratio the made very tenders chicken unsatisfying.	0
The food was outstanding and the prices were very reasonable.	1	The the was outstanding very and prices food were reasonable.	1
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0	Anyways, the expect you price was all, and should for The you definitely not filling pay at food more.	0
Worst food/service I've had in a while.	0	Worst a had in food/service I've while.	0
Come hungry, leave happy and stuffed!	1	Come hungry, leave happy and stuffed! It's currently Tuesday.	1
Sooooo good!!	1	Sooooo good!! He wore a blue shirt.	1
Not my thing.	0	Not my thing. The book is on the shelf.	0
I had the opportunity today to sample your amazing pizzas!	1	I had the opportunity today to sample your amazing pizzas! The train arrived on time.	1
Always a great time at Dos Gringos!	1	Always a great time at Dos Gringos! It's currently Tuesday.	1
Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.	1	Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area. Water boils at 100 degrees Celsius.	1
I'm super pissd.	0	I'm super pissd. My laptop is on the desk.	0
very tough and very short on flavor!	0	very tough and very short on flavor! The train arrived on time.	0
Pretty awesome place.	1	Pretty awesome place. It's a sunny day.	1
Service was fantastic.	1	Service was fantastic. It's a sunny day.	1
Will not be back!	0	Will not be back! It's currently Tuesday.	0
It was delicious!!!	1	It was delicious!!! It's currently Tuesday.	1
Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.	0	Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings. The meeting starts at 10 a.m.	0
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1	Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations. It's a sunny day.	1
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.	0	Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting. I had cereal today.	0
(It wasn't busy either) Also, the building was FREEZING cold.	0	(It wasn't busy either) Also, the building was FREEZING cold. They are watching a documentary.	0
We recently witnessed her poor quality of management towards other guests as well.	0	We recently witnessed her poor quality of management towards other guests as well. The book is on the shelf.	0
Their steaks are 100% recommended!	1	Their steaks are 100% recommended! I walked my dog this morning.	1
I won't be back.	0	I won't be back. The meeting starts at 10 a.m.	0
An absolute must visit!	1	An absolute must visit! I took the bus to work.	1
Great food and service, huge portions and they give a military discount.	1	Great food and service, huge portions and they give a military discount. I had cereal today.	1
The pizza tasted old, super chewy in not a good way.	0	The pizza tasted old, super chewy in not a good way. They are watching a documentary.	0
Our waiter was very attentive, friendly, and informative.	1	Our waiter was very attentive, friendly, and informative. I walked my dog this morning.	1
Great steak, great sides, great wine, amazing desserts.	1	Great steak, great sides, great wine, amazing desserts. The sky is blue.	1
Our server was very nice and attentive as were the other serving staff.	1	Our server was very nice and attentive as were the other serving staff. My laptop is on the desk.	1
Strike 2, who wants to be rushed.	0	Strike 2, who wants to be rushed. It's a sunny day.	0
Must have been an off night at this place.	0	Must have been an off night at this place. I had cereal today.	0
I don't think we'll be going back anytime soon.	0	I don't think we'll be going back anytime soon. The light turned green.	0
I won't try going back there even if it's empty.	0	I won't try going back there even if it's empty. I charged my phone last night.	0
Great Pizza and Salads!	1	Great Pizza and Salads! I walked my dog this morning.	1
This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.	0	This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things. The sky is blue.	0
The cow tongue and cheek tacos are amazing.	1	The cow tongue and cheek tacos are amazing. The book is on the shelf.	1
If you look for authentic Thai food, go else where.	0	If you look for authentic Thai food, go else where. The light turned green.	0
for 40 bucks a head, i really expect better food.	0	for 40 bucks a head, i really expect better food. It's currently Tuesday.	0
Restaurant is always full but never a wait.	1	Restaurant is always full but never a wait. The book is on the shelf.	1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1	"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas. The train arrived on time."	1
If you stay in Vegas you must get breakfast here at least once.	1	If you stay in Vegas you must get breakfast here at least once. My laptop is on the desk.	1
Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	1	Also there are combos like a burger, fries, and beer for 23 which is a decent deal. Water boils at 100 degrees Celsius.	1
Never had anything to complain about here.	1	Never had anything to complain about here. The train arrived on time.	1
There was a warm feeling with the service and I felt like their guest for a special treat.	1	There was a warm feeling with the service and I felt like their guest for a special treat. I walked my dog this morning.	1
Worst Thai ever.	0	Worst Thai ever. I took the bus to work.	0
The selection on the menu was great and so were the prices.	1	The selection on the menu was great and so were the prices. The sky is blue.	1
We could not believe how dirty the oysters were!	0	We could not believe how dirty the oysters were! The light turned green.	0
Once you get inside you'll be impressed with the place.	1	Once you get inside you'll be impressed with the place. I like coffee.	1
So they performed.	1	So they performed. The light turned green.	1
Seriously flavorful delights, folks.	1	Seriously flavorful delights, folks. The sky is blue.	1
I've had better atmosphere.	0	I've had better atmosphere. It's currently Tuesday.	0
The portion was huge!	1	The portion was huge! They are watching a documentary.	1
Their rotating beers on tap is also a highlight of this place.	1	Their rotating beers on tap is also a highlight of this place. The sky is blue.	1
Both of them were truly unbelievably good, and I am so glad we went back.	1	Both of them were truly unbelievably good, and I am so glad we went back. The light turned green.	1
I don't have very many words to say about this place, but it does everything pretty well.	1	I don't have very many words to say about this place, but it does everything pretty well. It rained last night.	1
Plus, it's only 8 bucks.	1	Plus, it's only 8 bucks. Birds can fly.	1
These were so good we ordered them twice.	1	These were so good we ordered them twice. The light turned green.	1
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor. The meeting starts at 10 a.m.	0
The steaks are all well trimmed and also perfectly cooked.	1	The steaks are all well trimmed and also perfectly cooked. Birds can fly.	1
Some highlights : Great quality nigiri here!	1	Some highlights : Great quality nigiri here! She went to the grocery store.	1
Very friendly staff.	1	Very friendly staff. It's currently Tuesday.	1
They have great dinners.	1	They have great dinners. I walked my dog this morning.	1
The only downside is the service.	0	The only downside is the service. There are 24 hours in a day.	0
The seafood was fresh and generous in portion.	1	The seafood was fresh and generous in portion. Water boils at 100 degrees Celsius.	1
Just had lunch here and had a great experience.	1	Just had lunch here and had a great experience. There are 24 hours in a day.	1
Those burgers were amazing.	1	Those burgers were amazing. I took the bus to work.	1
And service was super friendly.	1	And service was super friendly. The book is on the shelf.	1
The atmosphere was great with a lovely duo of violinists playing songs we requested.	1	The atmosphere was great with a lovely duo of violinists playing songs we requested. I charged my phone last night.	1
Their monster chicken fried steak and eggs is my all time favorite.	1	Their monster chicken fried steak and eggs is my all time favorite. The light turned green.	1
I could eat their bruschetta all day it is devine.	1	I could eat their bruschetta all day it is devine. I walked my dog this morning.	1
We sat another ten minutes and finally gave up and left.	0	We sat another ten minutes and finally gave up and left. I charged my phone last night.	0
Pretty cool I would say.	1	Pretty cool I would say. The meeting starts at 10 a.m.	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1	This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed. It's a sunny day.	1
Lastly, the mozzarella sticks, they were the best thing we ordered.	1	Lastly, the mozzarella sticks, they were the best thing we ordered. My laptop is on the desk.	1
The pancake was also really good and pretty large at that.	1	The pancake was also really good and pretty large at that. I walked my dog this morning.	1
I never come again.	0	I never come again. The book is on the shelf.	0
This hole in the wall has great Mexican street tacos, and friendly staff.	1	This hole in the wall has great Mexican street tacos, and friendly staff. I like coffee.	1
Service was good and the company was better!	1	Service was good and the company was better! The train arrived on time.	1
The waitresses are very friendly.	1	The waitresses are very friendly. The light turned green.	1
The service was meh.	0	The service was meh. I walked my dog this morning.	0
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.	1	Nice blanket of moz over top but i feel like this was done to cover up the subpar food. I walked my dog this morning.	1
It was a pale color instead of nice and char and has NO flavor.	0	It was a pale color instead of nice and char and has NO flavor. They are watching a documentary.	0
Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.	1	Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor. I like coffee.	1
Waiter was a jerk.	0	Waiter was a jerk. I like coffee.	0
I would not recommend this place.	0	I would not recommend this place. There are 24 hours in a day.	0
I'd love to go back.	1	I'd love to go back. I like coffee.	1
The restaurant is very clean and has a family restaurant feel to it.	1	The restaurant is very clean and has a family restaurant feel to it. There are 24 hours in a day.	1
But now I was completely grossed out.	0	But now I was completely grossed out. She went to the grocery store.	0
It's worth driving up from Tucson!	1	It's worth driving up from Tucson! I charged my phone last night.	1
I would definitely recommend the wings as well as the pizza.	1	I would definitely recommend the wings as well as the pizza. There are 24 hours in a day.	1
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.	0	I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack. I walked my dog this morning.	0
At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.	1	At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff. The train arrived on time.	1
Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1	Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for. It rained last night.	1
My ribeye steak was cooked perfectly and had great mesquite flavor.	1	My ribeye steak was cooked perfectly and had great mesquite flavor. The light turned green.	1
Our server was super nice and checked on us many times.	1	Our server was super nice and checked on us many times. The meeting starts at 10 a.m.	1
Ambience is perfect.	1	Ambience is perfect. It's currently Tuesday.	1
After I pulled up my car I waited for another 15 minutes before being acknowledged.	0	After I pulled up my car I waited for another 15 minutes before being acknowledged. Birds can fly.	0
Great service and food.	1	Great service and food. My laptop is on the desk.	1
"not even a ""hello, we will be right with you."""	0	"not even a ""hello, we will be right with you."" I charged my phone last night."	0
This place is two thumbs up....way up.	1	This place is two thumbs up....way up. Birds can fly.	1
This place is hands-down one of the best places to eat in the Phoenix metro area.	1	This place is hands-down one of the best places to eat in the Phoenix metro area. It's a sunny day.	1
They also have the best cheese crisp in town.	1	They also have the best cheese crisp in town. The light turned green.	1
It'll be a regular stop on my trips to Phoenix!	1	It'll be a regular stop on my trips to Phoenix! He wore a blue shirt.	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1	Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough! Water boils at 100 degrees Celsius.	1
Each day of the week they have a different deal and it's all so delicious!	1	Each day of the week they have a different deal and it's all so delicious! She went to the grocery store.	1
Not tasty and the texture was just nasty.	0	Not tasty and the texture was just nasty. Birds can fly.	0
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.	0	Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh. He wore a blue shirt.	0
Not a weekly haunt, but definitely a place to come back to every once in a while.	1	Not a weekly haunt, but definitely a place to come back to every once in a while. The train arrived on time.	1
Terrible management.	0	Terrible management. I had cereal today.	0
On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.	1	On the good side, the staff was genuinely pleasant and enthusiastic - a real treat. Water boils at 100 degrees Celsius.	1
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0	I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs. I had cereal today.	0
The bartender was also nice.	1	The bartender was also nice. The book is on the shelf.	1
CONCLUSION: Very filling meals.	1	CONCLUSION: Very filling meals. I took the bus to work.	1
It was probably dirt.	0	It was probably dirt. Birds can fly.	0
We waited for forty five minutes in vain.	0	We waited for forty five minutes in vain. She went to the grocery store.	0
I liked the patio and the service was outstanding.	1	I liked the patio and the service was outstanding. They are watching a documentary.	1
Interesting decor.	1	Interesting decor. She went to the grocery store.	1
If it were possible to give them zero stars, they'd have it.	0	If it were possible to give them zero stars, they'd have it. He wore a blue shirt.	0
We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.	1	We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night. It rained last night.	1
Review	Liked	Review He wore a blue shirt.	Liked
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1	Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria. It's currently Tuesday.	1
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0	We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed. I walked my dog this morning.	0
Any grandmother can make a roasted chicken better than this one.	0	Any grandmother can make a roasted chicken better than this one. I walked my dog this morning.	0
Stopped by this place while in Madison for the Ironman, very friendly, kind staff.	1	Stopped by this place while in Madison for the Ironman, very friendly, kind staff. There are 24 hours in a day.	1
This is a good joint.	1	This is a good joint. I took the bus to work.	1
The staff are great, the ambiance is great.	1	The staff are great, the ambiance is great. It's a sunny day.	1
Furthermore, you can't even find hours of operation on the website!	0	Furthermore, you can't even find hours of operation on the website! My laptop is on the desk.	0
5 stars for the brick oven bread app!	1	5 stars for the brick oven bread app! There are 24 hours in a day.	1
I hope this place sticks around.	1	I hope this place sticks around. There are 24 hours in a day.	1
The food was delicious, our bartender was attentive and personable AND we got a great deal!	1	The food was delicious, our bartender was attentive and personable AND we got a great deal! I took the bus to work.	1
The restaurant atmosphere was exquisite.	1	The restaurant atmosphere was exquisite. The train arrived on time.	1
How awesome is that.	1	How awesome is that. The book is on the shelf.	1
For sushi on the Strip, this is the place to go.	1	For sushi on the Strip, this is the place to go. Birds can fly.	1
My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.	1	My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing. It's a sunny day.	1
This was my first and only Vegas buffet and it did not disappoint.	1	This was my first and only Vegas buffet and it did not disappoint. I like coffee.	1
This place is not worth your time, let alone Vegas.	0	This place is not worth your time, let alone Vegas. It rained last night.	0
I'll definitely be in soon again.	1	I'll definitely be in soon again. I walked my dog this morning.	1
"like the other reviewer said ""you couldn't pay me to eat at this place again."""	0	"like the other reviewer said ""you couldn't pay me to eat at this place again."" It rained last night."	0
I can say that the desserts were yummy.	1	I can say that the desserts were yummy. Water boils at 100 degrees Celsius.	1
Highly recommended.	1	Highly recommended. The light turned green.	1
I got home to see the driest damn wings ever!	0	I got home to see the driest damn wings ever! He wore a blue shirt.	0
I think this restaurant suffers from not trying hard enough.	0	I think this restaurant suffers from not trying hard enough. The book is on the shelf.	0
Maybe if they weren't cold they would have been somewhat edible.	0	Maybe if they weren't cold they would have been somewhat edible. I like coffee.	0
it was a drive to get there.	0	it was a drive to get there. The sky is blue.	0
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored. There are 24 hours in a day.	1
I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.	1	I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here. Water boils at 100 degrees Celsius.	1
Everything was perfect the night we were in.	1	Everything was perfect the night we were in. The book is on the shelf.	1
"It was extremely ""crumby"" and pretty tasteless."	0	"It was extremely ""crumby"" and pretty tasteless. The meeting starts at 10 a.m."	0
definitely will come back here again.	1	definitely will come back here again. The train arrived on time.	1
Ample portions and good prices.	1	Ample portions and good prices. There are 24 hours in a day.	1
The service was great, even the manager came and helped with our table.	1	The service was great, even the manager came and helped with our table. The meeting starts at 10 a.m.	1
One of the few places in Phoenix that I would definately go back to again .	1	One of the few places in Phoenix that I would definately go back to again . My laptop is on the desk.	1
This place is great!!!!!!!!!!!!!!	1	This place is great!!!!!!!!!!!!!! I had cereal today.	1
We were promptly greeted and seated.	1	We were promptly greeted and seated. I took the bus to work.	1
The food was great as always, compliments to the chef.	1	The food was great as always, compliments to the chef. It's a sunny day.	1
Best Buffet in town, for the price you cannot beat it.	1	Best Buffet in town, for the price you cannot beat it. Birds can fly.	1
Kind of hard to mess up a steak but they did.	0	Kind of hard to mess up a steak but they did. The sky is blue.	0
In fact I'm going to round up to 4 stars, just because she was so awesome.	1	In fact I'm going to round up to 4 stars, just because she was so awesome. I had cereal today.	1
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.	0	The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer. Birds can fly.	0
The Greek dressing was very creamy and flavorful.	1	The Greek dressing was very creamy and flavorful. It's currently Tuesday.	1
The grilled chicken was so tender and yellow from the saffron seasoning.	1	The grilled chicken was so tender and yellow from the saffron seasoning. I took the bus to work.	1
I will not be eating there again.	0	I will not be eating there again. The train arrived on time.	0
That said, our mouths and bellies were still quite pleased.	1	That said, our mouths and bellies were still quite pleased. It rained last night.	1
The menu is always changing, food quality is going down & service is extremely slow.	0	The menu is always changing, food quality is going down & service is extremely slow. There are 24 hours in a day.	0
The staff was very attentive.	1	The staff was very attentive. Birds can fly.	1
I ordered the Lemon raspberry ice cocktail which was also incredible.	1	I ordered the Lemon raspberry ice cocktail which was also incredible. It's a sunny day.	1
My husband and I ate lunch here and were very disappointed with the food and service.	0	My husband and I ate lunch here and were very disappointed with the food and service. He wore a blue shirt.	0
I think not again	0	I think not again The meeting starts at 10 a.m.	0
I dressed up to be treated so rudely!	0	I dressed up to be treated so rudely! My laptop is on the desk.	0
I can take a little bad service but the food sucks.	0	I can take a little bad service but the food sucks. I like coffee.	0
Overall, I was very disappointed with the quality of food at Bouchon.	0	Overall, I was very disappointed with the quality of food at Bouchon. The sky is blue.	0
Which are small and not worth the price.	0	Which are small and not worth the price. The meeting starts at 10 a.m.	0
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1	I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes. My laptop is on the desk.	1
I don't recommend unless your car breaks down in front of it and you are starving.	0	I don't recommend unless your car breaks down in front of it and you are starving. It rained last night.	0
